上櫃公布注意有價證券資訊 
期間:115/01/01~115/04/09，查詢範圍:全部上櫃有價證券
編號,證券代號,證券名稱,注意交易資訊,公告日期,收盤價,本益比
"128","3260","威剛","最近六個營業日(含當日)累積之最後成交價跌幅達24.42%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣67元(第一款)","115/03/27","390.50","16.85"
"129","3402","漢科","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達10.17%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款)","115/03/27","122.00","15.62"
"130","3491","昇達科","當日本益比為212.64、股價淨值比為31.67且為其所屬產業類別股價淨值比之5.01倍、當日週轉率達6.93%(第六款)","115/03/27","1665.00","212.64"
"131","3555","博士旺","最近六個營業日(含當日)累積之最後成交價跌幅達36.34%(第一款)","115/03/27","153.00","119.53"
"132","4154","樂威科-KY","最近六個營業日(含當日)累積之最後成交價漲幅達38.54%(第一款)","115/03/27","14.95","N/A"
"133","4903","聯光通","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達66.31%，當日之前一個營業日當日沖銷成交量占總成交量達70.05%（第十三款)","115/03/27","48.00","47.06"
"134","4971","IET-KY","最近六個營業日(含當日)累積之最後成交價漲幅達24.15%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣101.5元(第一款)當日本益比為350.30、股價淨值比為11.46且為其所屬產業類別股價淨值比之2.88倍、當日週轉率達24.19%(第六款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣101.5元(第十一款)","115/03/27","578.00","350.30"
"135","4973","廣穎","最近六個營業日(含當日)累積之最後成交價跌幅達45.06%(第一款)","115/03/27","61.20","29.00"
"136","5289","宜鼎","最近六個營業日(含當日)累積之最後成交價跌幅達30.71%(第一款)","115/03/27","960.00","44.20"
"137","5386","青雲","最近六個營業日(含當日)累積之最後成交價跌幅達50.02%(第一款)","115/03/27","260.50","30.26"
"138","6163","華電網","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.33%，當日之前一個營業日當日沖銷成交量占總成交量達65.55%（第十三款)","115/03/27","62.30","83.07"
"139","6187","萬潤","最近六個營業日(含當日)累積之最後成交價漲幅達27.26%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣149元(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達148.84%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達185.96%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達207.79%(第二款)當日週轉率達5.72%(第四款)","115/03/27","968.00","62.61"
"140","61875","萬潤五","最近六個營業日(含當日)累積之最後成交價漲幅達26.83%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣53元(第一款)","115/03/27","346.00","N/A"
"141","6584","南俊國際","最近六個營業日(含當日)累積之最後成交價漲幅達29.96%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣107元(第一款)","115/03/27","609.00","108.94"
"142","65841","南俊國際一","最近六個營業日(含當日)累積之最後成交價漲幅達28.76%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣56元(第一款)","115/03/27","338.00","N/A"
"143","65842","南俊國際二","最近六個營業日(含當日)累積之最後成交價漲幅達29.18%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣53元(第一款)","115/03/27","312.00","N/A"
"144","6640","均華","最近六個營業日(含當日)累積之最後成交價漲幅達27.67%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣255元(第一款)當日週轉率達6.04%(第四款)","115/03/27","1420.00","111.37"
"145","6821","聯寶","最近六個營業日(含當日)累積之最後成交價漲幅達43.6%(第一款)當日之成交量較最近六十個營業日日平均成交量放大26.66倍(第三款)當日週轉率達18.79%(第四款)","115/03/27","55.90","49.47"
"146","6907","雅特力-KY","最近六個營業日(含當日)累積之最後成交價跌幅達30.32%(第一款)","115/03/27","116.00","55.77"
"147","7547","碩網","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為6.74倍，當日成交量較最近六十個營業日之日平均成交量放大為10.09倍(第九款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.17%，當日之前一個營業日當日沖銷成交量占總成交量達72.51%（第十三款)","115/03/27","79.90","30.15"
"148","7810","捷創科技","最近六個營業日(含當日)累積之最後成交價漲幅達31.35%(第一款)當日週轉率達5.21%(第四款)","115/03/27","274.00","43.84"
"149","80273","鈦昇三","最近六個營業日(含當日)累積之最後成交價漲幅達28.05%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣48元(第一款)","115/03/27","204.00","N/A"
"150","3081","聯亞","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣150元(第十一款)","115/03/26","1690.00","362.66"
"151","3234","光環","當日本益比為N/A、股價淨值比為14.2且為其所屬產業類別股價淨值比之2.28倍、當日週轉率達6.46%(第六款)","115/03/26","95.00","N/A"
"152","3310","佳穎","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.98倍，當日成交量較最近六十個營業日之日平均成交量放大為17.45倍(第九款)","115/03/26","83.90","24.75"
"153","4971","IET-KY","當日本益比為318.79、股價淨值比為10.43且為其所屬產業類別股價淨值比之2.64倍、當日週轉率達14.27%、單一投資人當日買進該有價證券之成交金額達4.32億元，且占當日該有價證券之總成交金額14.63%(第六款)","115/03/26","526.00","318.79"
"154","4973","廣穎","最近六個營業日(含當日)累積之最後成交價跌幅達30.58%(第一款)","115/03/26","64.10","30.38"
"155","4979","華星光","當日本益比為75.69、股價淨值比為14.57且為其所屬產業類別股價淨值比之2.34倍、當日週轉率達23.19%(第六款)","115/03/26","411.00","75.69"
"156","4991","環宇-KY","最近六個營業日(含當日)累積之最後成交價漲幅達24.28%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣53.5元(第一款)當日本益比為2,946.67、股價淨值比為15.51且為其所屬產業類別股價淨值比之3.92倍、當日週轉率達14.82%(第六款)","115/03/26","442.00","2946.67"
"157","5289","宜鼎","最近六個營業日(含當日)累積之最後成交價跌幅達31.22%(第一款)","115/03/26","916.00","42.17"
"158","5291","邑昇","最近六個營業日(含當日)累積之最後成交價漲幅達33.77%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達110.16%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達180.73%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達205.38%(第二款)當日之成交量較最近六十個營業日日平均成交量放大5.61倍(第三款)當日週轉率達38.61%(第四款)","115/03/26","76.50","246.77"
"159","5386","青雲","最近六個營業日(含當日)累積之最後成交價跌幅達34.41%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣152元(第十一款)","115/03/26","289.00","33.57"
"160","6187","萬潤","最近六個營業日(含當日)累積之最後成交價漲幅達30.6%(第一款)當日週轉率達10.01%(第四款)","115/03/26","939.00","60.74"
"161","61875","萬潤五","最近六個營業日(含當日)累積之最後成交價漲幅達30.48%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達152.17%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.28%(第二款)","115/03/26","348.00","N/A"
"162","6584","南俊國際","最近六個營業日(含當日)累積之最後成交價漲幅達30.83%(第一款)","115/03/26","558.00","99.82"
"163","65841","南俊國際一","最近六個營業日(含當日)累積之最後成交價漲幅達28.84%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣51元(第一款)","115/03/26","308.00","N/A"
"164","65842","南俊國際二","最近六個營業日(含當日)累積之最後成交價漲幅達28.08%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣48元(第一款)","115/03/26","284.00","N/A"
"165","6821","聯寶","最近六個營業日(含當日)累積之最後成交價漲幅達34.32%(第一款)當日之成交量較最近六十個營業日日平均成交量放大12.16倍(第三款)元大證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為31.67%，元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為32.01%(第五款)","115/03/26","50.90","45.04"
"166","6904","伯鑫","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為6.95倍，當日成交量較最近六十個營業日之日平均成交量放大為41.19倍(第九款)","115/03/26","124.00","22.79"
"167","80273","鈦昇三","最近六個營業日(含當日)累積之最後成交價漲幅達28.05%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣48元(第一款)","115/03/26","204.00","N/A"
"168","8096","擎亞","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達69.09%，當日之前一個營業日當日沖銷成交量占總成交量達75.26%（第十三款)","115/03/26","88.10","98.99"
"169","3131","弘塑","最近六個營業日(含當日)累積之最後成交價漲幅達23.04%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣385元(第一款)","115/03/25","2660.00","76.46"
"170","3289","宜特","最近六個營業日(含當日)之累積週轉率為90.67%，當日週轉率達13.19%(第十款)","115/03/25","145.00","26.75"
"171","3587","閎康","最近六個營業日(含當日)累積之最後成交價漲幅達30.92%(第一款)當日之成交量較最近六十個營業日日平均成交量放大5.29倍(第三款)當日週轉率達13.01%(第四款)","115/03/25","251.50","41.23"
"172","3663","鑫科","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.35%，當日之前一個營業日當日沖銷成交量占總成交量達68.22%（第十三款)","115/03/25","74.00","N/A"
"173","4903","聯光通","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.3%，當日之前一個營業日當日沖銷成交量占總成交量達69.18%（第十三款)","115/03/25","49.60","48.63"
"174","4979","華星光","當日本益比為78.36、股價淨值比為15.06且為其所屬產業類別股價淨值比之2.41倍、當日週轉率達10.99%(第六款)","115/03/25","425.50","78.36"
"175","4991","環宇-KY","最近六個營業日(含當日)累積之最後成交價漲幅達33.09%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達144.81%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.27%(第二款)富邦證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為40.41%(第五款)","115/03/25","437.00","2913.33"
"176","5291","邑昇","最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達111.17%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達169.96%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達198.38%(第二款)最近六個營業日(含當日)累積之最後成交價漲幅達29.98%，當日週轉率達10.69%(第四款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為44.25%(第五款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.62%，當日之前一個營業日當日沖銷成交量占總成交量達72.94%（第十三款)","115/03/25","73.70","237.74"
"177","5536","聖暉*","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣117元(第十一款)","115/03/25","800.00","28.15"
